task_id	task_type	premise_type	premise	hypothesis	label
heatPotato-9mltikum-autogen_dropped_c	heat potato	observation	Robot attempts to move to microwave. Robot sees plate is inside robot gripper, potato is on top of pan, pan is on top of first countertop, potato is on top of first countertop, pan (clean), microwave on the right of ottoman.	The robot failed to do heat potato because it dropped plate while moving to microwave	C
heatPotato-5vfd9jkg-autogen_action-failed_e	heat potato	observation	Robot attempts to pick up plate. Robot sees nothing is inside robot gripper, egg (not sliced and not cracked), plate is inside CoffeeTable.	The robot failed to perform heat potato because it failed to execute (pick_up, Plate).	E
heatPotato-gup96dxn-autogen_action-failed_c	heat potato	observation	Robot attempts to pick up plate. Robot sees plate is inside robot gripper, pan is on the right of kettle, egg is on top of second countertop, pan is on top of first countertop, pan (clean), egg (not sliced and not cracked).	The robot failed to perform heat potato because it failed to execute (pick_up, Plate).	C
boilWater-zp5dwzwb-autogen_dropped_c	boil water	observation	Robot attempts to move to sink. Robot sees pot is inside robot gripper, sink on the right of dining table, pot is on top of floor.	dropped pot while moving	C
heatPotato-52imyh8i-autogen_wrong_order_e	heat potato	observation	Robot attempts to put potato on plate. Robot sees laptop (closed and turned off), television (turned off), television is on the left of garbage can, television is on top of tv stand, potato is on top of  plate.	The robot fails because it pick up plate before doing - put potato on plate	N
makeCoffee-hlpv9r3u-autogen_wrong_order_e	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pour mug into sink, pick up mug.	The robot fails because it pour mug into sink before doing - pick up mug	E
heatPotato-jrvlwh2s-autogen_action-failed_e	heat potato	observation	Robot attempts to pick up potato. Robot sees nothing is inside robot gripper, egg (not sliced and not cracked), potato is inside Desk.	The robot failed to perform heat potato because it failed to execute (pick_up, Potato).	E
boilWater-awhumgfk-autogen_action-failed_c	boil water	observation	Robot attempts to pick up pot. Robot sees pot is inside robot gripper, microwave (open and turned off), pan (clean).	The robot failed to perform boil water because did not pick_up pot	C
makeCoffee-x3s6c252-autogen_missing_e	make coffee	observation	Robot attempts to put mug on countertop. Robot sees nothing is inside robot gripper, lettuce is inside fridge, fridge (open), countertop is beside towel.	The robot failed because the step of pick up mug is missing before put mug on countertop	E
makeCoffee-7ifqrzjb-autogen_wrong_order_e	make coffee	observation	Robot attempts to turn on faucet. Robot sees faucet (turned on).	Wrong plan - turn on faucet after turn off faucet	N
heatPotato-t7boembj-autogen_action-failed_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave, put plate on countertop, turn on microwave, open microwave, pick up plate.	The robot failed to perform heat potato because did not pick_up plate	N
heatPotato-9kz2gnmg-autogen_wrong_order_c	heat potato	observation	Robot attempts to move to microwave. Robot sees egg (not sliced and not cracked), pan (clean), egg is on the left of book, egg is on top of second countertop, pan is on the right of kettle, pan is on top of first countertop, microwave.	Wrong plan - pick up plate after move to microwave	N
heatPotato-ccpt0fpw-autogen_blocking_e	heat potato	observation	Robot attempts to pick up potato. Robot sees faucet (turned on), pot is inside sink, nothing is inside robot gripper, sink is on top of potato.	potato is being blocked by sink	E
boilWater-vm2iu7au-autogen_wrong_order_c	boil water	observation	Robot attempts to move to fourth stove burner. Robot sees plate (clean), microwave (open and turned off), plate is inside microwave, apple is inside microwave, fourth stove burner.	The robot fails because it move to fourth stove burner before doing - turn off faucet	N
boilWater-vm2iu7au-autogen_wrong_order_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, move to fourth stove burner.	The robot fails because it move to fourth stove burner before doing - turn off faucet	C
makeCoffee-s5vfnkzq-autogen_wrong_order_e	make coffee	observation	Robot attempts to turn off coffee machine. Robot sees faucet (turned off), coffee machine (turned off).	Wrong plan - turn off coffee machine after pick up mug	N
switchDevices-4_gt_step_99_gt_exp	switch devices	observation	Robot attempts to toggle on floor lamp. Robot sees remote control is inside robot gripper.	Wrong plan: floorlamp turned on instead of television	N
toastBread-jr2yv3op-autogen_wrong_order_c	toast bread	observation	Robot attempts to turn on toaster. Robot sees bowl is on top of dining table, bowl is on the left of fork, bowl is on the left of spoon, toaster (turned on).	The robot fails because it turn on toaster before doing - put bread slice in toaster	N
boilWater-v0mj9m94-autogen_dropped_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink.	dropped pot while moving	N
boilWater-50b7dhm6-autogen_blocking_c	boil water	observation	Robot attempts to pick up pot. Robot sees egg is on top of second countertop, pan is on top of first countertop, egg (not sliced and not cracked), nothing is inside robot gripper, pan (clean), pan is on the right of kettle, pot is on top of egg.	The robot failed to perform (pick_up, Pot) because egg is blocking pot	C
boilWater-v7bgrxbf-autogen_blocking_c	boil water	observation	Robot attempts to pick up pot. Robot sees nothing is inside robot gripper, pot is on top of coffee machine.	coffee machine is blocking pot	C
switchDevices-9_gt_step_40_gt_exp	switch devices	observation	Robot attempts to put laptop on tv stand. Robot sees laptop is inside robot gripper, laptop (closed and turned off), television is on top of tv stand, tv stand is on the left of garbage can, watch is on top of tv stand, keychain is on top of tv stand, book is on top of tv stand.	Failed to successfully execute (put_on, laptop, tvstand)	E
toastBread-7mw1w1h8-autogen_dropped_c	toast bread	observation	Robot attempts to move to bread. Robot sees knife is inside robot gripper, pot is on top of third countertop, pot is on the left of potato, pan is on top of pot, pot (empty and clean), bread on the left of shelf.	Robot failed to keep knife in the gripper while moving to bread.	C
boilWater-9z47a4lm-autogen_wrong_order_e	boil water	observation	Robot attempts to put pot in sink. Robot sees laptop (closed and turned off), television (turned off), television is on the left of garbage can, television is on top of tv stand, pot is inside sink.	The robot fails because it turn on faucet before doing - put pot in sink	N
toastBread-f9a98tao-autogen_missing_c	toast bread	observation	Robot attempts to put knife on second countertop. Robot sees nothing is inside robot gripper, knife is inside robot gripper, laptop (closed and turned off), knife is on top of Cup.	The robot failed because there is no pick up knife action in the plan before put knife on second countertop.	C
makeCoffee-rm23eerb-autogen_dropped_c	make coffee	observation	Robot attempts to move to sink. Robot sees mug is inside robot gripper, mug is on top of first countertop, mug (filled with water and clean), mug is on the left of stove knob, sink on the left of towel holder.	dropped mug while moving	C
boilWater-v7blvr8s-autogen_action-failed_c	boil water	observation	Robot attempts to turn off faucet. Robot sees mug (filled with water and clean), mug is on top of first countertop, mug is on the left of stove knob, faucet (turned off).	The robot failed to perform boil water because it failed to execute (toggle_off, Faucet).	C
boilWater-g3i2yqo5-autogen_dropped_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink.	pot was dropped by the robot.	N
makeCoffee-fdp5jomf-autogen_blocking_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug, pour mug into sink, move to coffee machine, put mug in coffee machine, turn on coffee machine, turn off coffee machine, pick up mug.	mug is being blocked by egg	N
makeCoffee-1_gt_step_19_gt_exp	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink.	Dropped mug while moving	N
makeCoffee-05y42fb0-autogen_wrong_order_c	make coffee	observation	Robot attempts to turn on coffee machine. Robot sees faucet (turned off), coffee machine (turned on).	The robot fails because it turn on coffee machine before doing - put mug in coffee machine	N
boilWater-pdf4gqc2-autogen_action-failed_c	boil water	observation	Robot attempts to put pot in sink. Robot sees egg is on top of first countertop, egg (not sliced and not cracked), egg is below microwave, pot is inside sink.	The robot failed to perform boil water because it failed to execute (put_in, Pot, Sink).	C
toastBread-x9mqxtom-autogen_blocking_c	toast bread	plan	To toast bread, robot has this plan - move to knife, pick up knife.	Robot could not pick up pot because knife is blocking pot	N
heatPotato-q0icfim6-autogen_action-failed_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate.	The robot failed to perform heat potato because it failed to execute (pick_up, Plate).	N
heatPotato-49kgl8kq-autogen_dropped_c	heat potato	observation	Robot attempts to move to microwave. Robot sees plate is inside robot gripper, laptop (closed and turned off), television is on top of tv stand, television is on the left of garbage can, television (turned off), microwave on the right of sink.	dropped plate while moving	C
makeCoffee-6_gt_step_23_reflect_exp	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug.	The robot failed to pick up the mug because it mistakenly picked up a bowl instead. the failure was caused by a misidentification of the object in the gripper.	N
